company_name,location,location_type,sales,url,phone_number
"China Resources Pharmaceutical Commercial Group Co., Ltd.",Beijing(China),Headquarters,21697892983,www.crpcg.com,1084745555.0
Baoding Great Wall Holding Group Company Limited,Hebei(China),Headquarters,21678493223,www.gm.com,3122081065.0
"Zhejiang Hengyi Group Co.,Ltd",Zhejiang(China),Headquarters,21645869955,www.hengyi.com,57183872038.0
"China National Chemical Engineering Co.,Ltd",Beijing(China),Headquarters,21573225379,www.cncec.com.cn,1059765656.0
"Guizhou Mintian Property Development Co.,Ltd.",Guizhou(China),Headquarters,21524005973,,85185833728.0
Zhejiang Provincial Energy Group Company Ltd.,Zhejiang(China),Headquarters,21408072919,www.zjenergy.com.cn,57186669584.0
"Hubei Zhongqinglu Shanshui Hotel Co., Ltd.",Hubei(China),Headquarters,21378666803,www.shanshuihotel.com,
Angang Steel Company Limited,Liaoning(China),Headquarters,21378547080,www.ansteel.com.cn,4126734878.0
"Hangzhou Ciec Group Co., Ltd.",Zhejiang(China),Headquarters,21369665195,www.ciec.com,57186780801.0
Sinosteel Corporation Limited,Beijing(China),Headquarters,21365857584,www.sinosteel.com,1062686689.0
Great Wall Motor Company Limited,Hebei(China),Headquarters,21336417386,www.gwm.com.cn,13420953980.0
"New Hope Group Co.,Ltd",Sichuan(China),Headquarters,21013306536,www.newhopegroup.com,2885249255.0
"Beijing Shougang Co.,Ltd.",Beijing(China),Headquarters,20965674300,www.sggf.com.cn,
"Liaoning Fangda Group Industrial Co.,Ltd",Beijing(China),Headquarters,20913762569,www.hexiefangda.com,1063705025.0
"Industry & Trade Group Co.,Ltd. Shaanxi Dongling",Shaanxi(China),Headquarters,20767224090,www.chinadljt.com,9173452431.0
"China Guizhou Maotai Liquor Factory (Group) Co., Ltd.",Guizhou(China),Headquarters,20745105363,www.china-moutai.com,85122386004.0
Guangxi Liuzhou Iron And Steel Group Company Limited,Guangxi(China),Headquarters,20730753203,www.liuzhousteel.com,
"Guangxi Construction Engineering Group Co., Ltd",Guangxi(China),Headquarters,20608479219,www.gxjgjt.cn,7712818915.0
Shanghai Electric Group Company Limited,Shanghai(China),Headquarters,20551687810,www.shanghai-electric.com,2133261888.0
"Tongling Nonferrous Metals Group Co.,Ltd.",Anhui(China),Headquarters,20496283846,www.tnmg.com.cn,5625860159.0
Potevio Company Limited,Beijing(China),Headquarters,20443216241,www.potevio.com,1062683001.0
"Contemporary Amperex Technology Co., Ltd.",Fujian(China),Headquarters,20390253610,www.catlbattery.com,5938901666.0
China Gezhouba Group Company Limited,Hubei(China),Headquarters,20355716074,www.cggc.cn,
"China National Gold Group Co., Ltd.",Beijing(China),Headquarters,20328532781,www.chinagoldgroup.com,1056353501.0
"Hengyi Petrochemical Co.,Ltd.",Zhejiang(China),Headquarters,20174979647,www.hengyishihua.com,57183871991.0
"Xinxing Cathay International Group Co.,Ltd",Beijing(China),Headquarters,20113465448,www.xxcig.com,1065165127.0
"Yunnan Copper Co.,Ltd.",Yunnan(China),Headquarters,19874374037,www.yunnancopper.com,87163106732.0
Shanxi Coal & Char Transport Sales Gerneral Company,Shanxi(China),Headquarters,19860080000,wanwang.aliyun.com,3514924076.0
Shanxi Coal Transportation & Distribution Company,Shanxi(China),Headquarters,19860080000,www.shanxicoal.cn,3514924040.0
"New Hope Liuhe Co.,Ltd.",Sichuan(China),Headquarters,19749855583,www.newhopeagri.com,2882000876.0
"China Pacific Property Insurance Co., Ltd.",Shanghai(China),Headquarters,19749291909,www.cpic.com.cn,2158776688.0
"Baotou Iron & Steel(Group) Co., Ltd.",Inner Mongolia(China),Headquarters,19714509669,www.btsteel.com,4722189022.0
"Hua Xia Bank Co., Limited",Beijing(China),Headquarters,19614568250,www.hxb.com.cn,1085238570.0
"Chuchang Investment Group Co.,Ltd.",Hubei(China),Headquarters,19572609355,www.ccigchina.com,2784787900.0
Sinotrans Limited,Beijing(China),Headquarters,19450127959,www.sinotrans.com,1052295721.0
Xuzhou Construction Machinery Group Co. Ltd,Jiangsu(China),Headquarters,19441108938,www.xcmg.com,51687565668.0
"Cccc First Highway Engineering Co.,Ltd.",Beijing(China),Headquarters,19412035466,www.cfheb.cn,1065761831.0
Bbmg Corporation,Beijing(China),Headquarters,19338900356,www.bbmg.com.cn,1066412086.0
Peking University Founder Group Corp,Beijing(China),Headquarters,19197975650,www.founder.com,1082529925.0
"Jointown Pharmaceutical Group Co., Ltd.",Hubei(China),Headquarters,19146970826,www.jztey.com,2784683017.0
"Digital China Group Co., Ltd.",Guangdong(China),Headquarters,19143442304,www.digitalchina.com,1082705411.0
"Fude Holding (Group) Co., Ltd.",Guangdong(China),Headquarters,19081920000,,75533237110.0
China General Nuclear Power Corporation,Guangdong(China),Headquarters,18989165884,www.cgnpc.com.cn,75583671031.0
"Beijing Construction Engineering Group Co., Ltd.",Beijing(China),Headquarters,18666044553,www.bcegc.com,1063928921.0
"China Grand Automative Services Co.,Ltd.",Shanghai(China),Headquarters,18648695855,www.chinagrandauto.com,2133291522.0
China Communications Services Corporation Ltd.,Beijing(China),Headquarters,18634176711,www.chinaccs.com.cn,1059502006.0
China Construction Seventh Engineering Division.Corp.Ltd,Henan(China),Headquarters,18627674571,www.cscec7b.com,37166350679.0
"Cccg Real Estate Group Co.,Ltd",Beijing(China),Headquarters,18581286343,www.cccgreg.com,1062426158.0
"Zhongxingxin Telecom Co., Ltd",Guangdong(China),Headquarters,18540416300,www.zteholdings.com,75522176000.0
"Enn Investment Holdings Co,.Ltd.",Hebei(China),Headquarters,18509163897,www.95158.com,3162599875.0
"Hunan Construction Engineering Group Co.,Ltd",Hunan(China),Headquarters,18496185260,www.chceg.com,73185628999.0
"Sinotrans&Csc Holdings Co.,Ltd",Beijing(China),Headquarters,18407548235,www.sinotrans-csc.com,1052295910.0
"Shanxi Onstruction Investment Group Co.,Ltd",Shanxi(China),Headquarters,18340814838,www.sxjgjt.com.cn,3514031986.0
Jinneng Holding Power Group Co.Ltd,Shanxi(China),Headquarters,18307928159,www.jinnenggroup.cn,3514924076.0
"Jiuquan Iron And Steel(Group) Co.,Ltd",Gansu(China),Headquarters,18291350141,www.jiugang.com,9376711114.0
Dongfeng Motor Group Company Limited,Hubei(China),Headquarters,18284643165,www.dfmg.com.cn,2784285274.0
"Taiyuan Iron & Steel (Group) Co.,Ltd.",Shanxi(China),Headquarters,18177604646,www.tisco.com.cn,3512138074.0
"Enn Natural Gas Co., Ltd.",Hebei(China),Headquarters,18149567456,www.enn-ec.com.cn,3162595829.0
"Shandong Hongqiao New Material Co.,Ltd.",Shandong(China),Headquarters,18139710962,www.hongqiaochina.com,5434162014.0
Taiping Life Insurance Company Limited.,Shanghai(China),Headquarters,18097133798,95589.tmall.com,2150614888.0
"Avic Aerospace System Co.,Ltd",Beijing(China),Headquarters,17987317057,,1058354866.0
Zte Corporation,Guangdong(China),Headquarters,17913475085,www.zte.com.cn,
Maanshan Iron & Steel Company Limited,Anhui(China),Headquarters,17808602983,www.magang.com.cn,5552883492.0
"Shandong Weiqiao Aluminum And Power Co., Ltd",Shandong(China),Headquarters,17791676150,www.wqfz.com,5434684670.0
"China Tiesiju Civil Engineering Group Co.,Ltd.",Anhui(China),Headquarters,17686168044,www.crec4.com,55165246109.0
"Citic Metal Co., Ltd.",Beijing(China),Headquarters,17646747232,metal.citic.com,1059662008.0
Saic Volkswagen Automotive Company Limited,Shanghai(China),Headquarters,17625846869,www.volkswagengroupchina.com.cn,
"Jinke Property Group Co., Ltd.",Chongqing(China),Headquarters,17567478738,www.jinke.com,
Shandong Iron And Steel Company Ltd,Shandong(China),Headquarters,17339300594,www.sdsteel.cc,53176822100.0
"Inner Mongolia Yili Industrial Group Co.,Ltd.",Inner Mongolia(China),Headquarters,17299301653,www.yili.com,4713350092.0
Henan Energy And Chemical Industry Group Corporation Limited,Henan(China),Headquarters,17255296484,www.hnecgc.com.cn,37169337002.0
"Ant Group Co., Ltd.",Zhejiang(China),Headquarters,17143489212,www.antgroup.com,57126888888.0
"Kweichow Moutai Co.,Ltd.",Guizhou(China),Headquarters,17122402521,www.moutaichina.com,85122386002.0
Beijing Enterprises Group Company Limited,Beijing(China),Headquarters,17086199738,www.begcl.com,1056891818.0
"Xinyu Iron&Steel Group Co., Ltd.",Jiangxi(China),Headquarters,16988914945,www.xinsteel.com.cn,7906292925.0
Xiamen Xindeco Ltd.,Fujian(China),Headquarters,16979289014,www.xindeco.com,5925608117.0
"Zhongtian Construction Group Co., Ltd.",Zhejiang(China),Headquarters,16870872748,www.zjzhongtian.com,57128801666.0
Dongfeng Motor Corporation,Hubei(China),Headquarters,16869763417,www.dfmc.com.cn,2784285090.0
"Suguo Supermarket Co.,Ltd",Jiangsu(China),Headquarters,16838030544,www.suguo.com.cn,
"Sichuan Railway Investment Group Co.,Ltd",Sichuan(China),Headquarters,16813390787,www.srig.com.cn,2885139812.0
Sichuan Changhong Electronics Holding Group Company Limited,Sichuan(China),Headquarters,16796892501,www.changhong.com.cn,8162418188.0
Pangang Group Company Limited,Sichuan(China),Headquarters,16788278452,www.pzhsteel.com.cn,8123394985.0
"Sany Heavy Industry Co.,Ltd",Beijing(China),Headquarters,16717136289,www.sanyhi.com,1060737888.0
"Qinhuangdao Xinglong Guangyuan Commerce Franchises Co.,Ltd.",Hebei(China),Headquarters,16709564970,www.ugrant.cn,3358017662.0
"Xinwen Mining Group Co.,Ltd",Shandong(China),Headquarters,16695306314,www.xwky.cn,5387872147.0
"Laiwu Steel Group, Ltd",Shandong(China),Headquarters,16631608493,www.laigang.com,6346820222.0
"Fujian Sunshine Investment Co., Ltd.",Fujian(China),Headquarters,16626911741,www.yangoholdings.com,59188706706.0
"Fujian Metallurgical Holding Co.,Ltd",Fujian(China),Headquarters,16587706248,www.fjyjkg.com,59187672580.0
"Guangdong Rising Assets Management Co.,Ltd",Guangdong(China),Headquarters,16573422286,www.gdrising.com.cn,2083939933.0
China Reinsurance(Group) Corporation,Beijing(China),Headquarters,16552300075,www.chinare.com.cn,1066576880.0
"Shanghai Fosun High Technology (Group) Co.,Ltd.",Shanghai(China),Headquarters,16540613817,www.fosun.com,2123156869.0
China Construction Forth Engineering Division Corp.Ltd,Guangdong(China),Headquarters,16539769618,4bur.cscec.com,2038119600.0
"Zjamp Holdings Group Co. ,Ltd",Zhejiang(China),Headquarters,16511393622,www.zjamp.com,57187661497.0
Chongqing Changan Automobile Company Limited,Chongqing(China),Headquarters,16446292400,www.changan.com.cn,
China National Forest Products Company Limited,Beijing(China),Headquarters,16417860250,www.cnfpc.net.cn,1084898240.0
"Xinyu Iron & Steel Co.,Ltd",Jiangxi(China),Headquarters,16410466433,www.xinsteel.com.cn,7906292925.0
Huadian Power International Corporation Limited,Beijing(China),Headquarters,16333722557,www.hdpi.com.cn,1083567888.0
"Anbang Property & Casualty Insurance Co., Ltd.",Guangdong(China),Headquarters,16316360607,www.ab-insurance.com,
China Resources Land Holdings Ltd,Guangdong(China),Headquarters,16294296271,www.crland.com.hk,75526912465.0
"Datang International Power Generation Co., Ltd.",Beijing(China),Headquarters,16175698470,www.dtpower.com,1088008678.0
"Shenzhen Overseas Chinese Town Co., Ltd.",Guangdong(China),Headquarters,16046134689,www.octholding.com,75526909069.0
"Jiangsu Suning Appliance Group Co., Ltd.",Jiangsu(China),Headquarters,16037730556,www.suning.cn,2566996699.0
China Southern Air Holding Limited Company,Guangdong(China),Headquarters,16030742179,www.csair.com,
China Southern Airlines Company Limited,Guangdong(China),Headquarters,15899154480,www.csair.com,2086112480.0
"Shanxi Taigang Stainless Steel Co.,Ltd.",Shanxi(China),Headquarters,15866830287,www.tisco.com.cn,3512137728.0
"China National Heavy Duty Truck Group Co.,Ltd",Shandong(China),Headquarters,15791695191,www.cnhtc.com.cn,53185582187.0
Petrochina Dagang Oilfield Company,Tianjin(China),Headquarters,15723836380,www.petrochina.com.cn,2225921172.0
"Guangxi Beibu Gulf International Port Group Co.,Ltd",Guangxi(China),Headquarters,15713569345,www.bbwgw.com,7715536061.0
Guangzhou Industrial Investment Holding Group Co. Ltd,Guangdong(China),Headquarters,15708035831,www.gise.cn,75581897707.0
"Yunnan Copper Industry (Group) Co., Ltd.",Yunnan(China),Headquarters,15669448657,www.yunnancopper.com,87163109655.0
"Xcmg Construction Machinery Co.,Ltd.",Jiangsu(China),Headquarters,15585891924,,51687565060.0
"Sichuan Changhong Electric Co.,Ltd.",Sichuan(China),Headquarters,15584414290,www.changhong.com,8162418486.0
"Xingbo (Shanghai) Warehousing & Transportation Co., Ltd.",Shanghai(China),Headquarters,15544091500,www.logistics-chic.com,2163906310.0
Gemdale Corporation,Guangdong(China),Headquarters,15521903383,www.gemdale.com,
"China Electronics Information Service Co., Ltd",Guangdong(China),Headquarters,15515016367,www.sed.com.cn,1053216067.0
"Faw Jiefang Group Co.,Ltd",Jilin(China),Headquarters,15446669430,www.fawcar.com.cn,43180918881.0
"Guangzhou Honghai Human Resource Group Company Co., Ltd.",Guangdong(China),Headquarters,15399400000,www.redsea888.com,2083189251.0
China National Offshore Oil Corporation,Beijing(China),Headquarters,15398106400,www.cnooc.com.cn,1084521010.0
"Pero China Kunlun Gas Co,.Ltd",Beijing(China),Headquarters,15383263019,klrq.cnpc.com.cn,57583350110.0
"China Orient Asset Management Co., Ltd.",Beijing(China),Headquarters,15343419012,www.coamc.com.cn,1066506688.0
"Citic Guoan Group Co.,Ltd.",Beijing(China),Headquarters,15339056933,guoan.citic.com,1065007700.0
"China Railway Chengdu Bureau Group Co., Ltd.",Sichuan(China),Headquarters,15264600000,www.ctxwzx.cn,2886432150.0
Cifi Group Co.Ltd.,Shanghai(China),Headquarters,15252283793,www.cifi.com.cn,2160701001.0
"Citic Pacific Special Steel Group Co.,Ltd",Hubei(China),Headquarters,15224723841,www.citicsteel.com,
"Sinar Mas Paper (China)  Investment Co.,Ltd.",Shanghai(China),Headquarters,15214948060,www.app.com.cn,2122839196.0
Kailuan (Group) Limited Liability Corporation,Hebei(China),Headquarters,15093573805,www.kailuan.com.cn,3153022916.0
"Anhui Huayuan Pharmaceutical E-Commerce Co., Ltd.",Anhui(China),Headquarters,15075253504,www.hyey.com,5588611768.0
"Jiangsu Yonggang Group Co.,Ltd",Jiangsu(China),Headquarters,15045263644,www.yong-gang.com,51258906924.0
"Yunnan Energy Investment Logistics Co., Ltd.",Yunnan(China),Headquarters,15014671490,www.cnyeig.com,87164980011.0
"Orient International (Holding) Co., Ltd.",Shanghai(China),Headquarters,14971365048,www.oih.com.cn,2122110262.0
"Zhejiang Construction Investment Group Co.,Ltd",Zhejiang(China),Headquarters,14912293661,www.dohia.com,73188309077.0
"Shenzhen Aisidi Co.,Ltd.",Guangdong(China),Headquarters,14885811442,www.aisidi.com,75521519907.0
"Wuxi Industry Development Group Co.,Ltd.",Jiangsu(China),Headquarters,14876646482,www.wxidg.com,51082806630.0
"Shanghai Shimao Jianshe Co., Ltd.",Shanghai(China),Headquarters,14694300803,www.shimaogroup.hk,2150473399.0
"Shenzhen Jushenghua Industrial Development Co., Ltd.",Guangdong(China),Headquarters,14640358310,www.qianhai.com.cn,75583850504.0
"Shanghai Foreign Service (Group) Co., Ltd.",Shanghai(China),Headquarters,14600406500,www.fsg.com.cn,
"Byd Auto Co., Ltd.",Shaanxi(China),Headquarters,14562683016,en.byd.com,
"Chengdu Construction Engineering Co., Ltd.",Sichuan(China),Headquarters,14553515610,www.cdjgjt.com,2886632952.0
China Railway Construction Engineering Group,Beijing(China),Headquarters,14525441035,www.crceg.com,1051136666.0
Agricultural Development Bank Of China,Beijing(China),Headquarters,14510929810,www.adbc.com.cn,1068081811.0
China National Building Materials & Equipment Import & Export Corporation,Beijing(China),Headquarters,14483698797,www.cbmie.com,1068796969.0
"Liuzhou Iron&Steel Co.,Ltd",Guangxi(China),Headquarters,14430000121,www.liusteel.com,7722595971.0
"Shaanxi Yanchang Petroleum Materials Group Co.,Ltd.",Shaanxi(China),Headquarters,14373515817,www.sxycpc.com,29884434496658.0
Qian Hai Life Insurance Company Limited,Guangdong(China),Headquarters,14262155560,www.foresealife.com,75522922133.0
"Yonghui Superstores Co., Ltd.",Fujian(China),Headquarters,14243901459,www.yonghui.com.cn,
China Post Life Insurance Company Limited,Beijing(China),Headquarters,14241790484,www.chinapost-life.com,1068856880.0
"China Tobacco Zhejiang Industrial Co.,Ltd",Zhejiang(China),Headquarters,14218926480,zjgy.tobacco.com.cn,57187068946.0
Bensteel Group Co. Ltd,Liaoning(China),Headquarters,14201170018,www.bxsteel.com,2447827144.0
"Shanxi Datong Coal Mine Group Co., Ltd.",Shanxi(China),Headquarters,14050413295,,3527012387.0
"Orient Group Investment & Holding Co., Ltd.",Beijing(China),Headquarters,13998578824,www.china-orientgroup.com,1056311894.0
Sinopec Shanghai Petrochemical Company Limited,Shanghai(China),Headquarters,13965242514,www.spc.com.cn,2157941941.0
"Shengli Oilfield Co., Ltd.",Shandong(China),Headquarters,13784000000,www.deshunyuan.com,
Shanxi Coal Transportation And Sales Group Co.Ltd.,Shanxi(China),Headquarters,13757606852,www.sxmx.com.cn,3514923980.0
"Minmetals Development Co.,Ltd",Beijing(China),Headquarters,13688462017,www.minlist.com.cn,1068494956.0
"Liaoning Tiefa Energy Co., Ltd.",Liaoning(China),Headquarters,13676850000,,2476835167.0
"Xiamen Road&Bridge Construction Group Co. ,Ltd.",Fujian(China),Headquarters,13675168976,www.xmlq.com.cn,5925828168.0
Guangzhou Yuexiu Holding Limited,Guangdong(China),Headquarters,13633850477,www.yuexiu.com,2088836888.0
China Tower Corporation Limited,Beijing(China),Headquarters,13543576584,www.china-tower.com,68708896.0
"Inner Mongolia Baotou Steel Union Co.,Ltd",Inner Mongolia(China),Headquarters,13480767697,www.btsteel.com,4722669515.0
"Guangdong Haid Group Co., Limited",Guangdong(China),Headquarters,13451894755,www.haid.com.cn,2039388960.0
"Teda Investment Holding Co.,Ltd.",Tianjin(China),Headquarters,13444152904,www.teda.com.cn,2266286000.0
